CTUID,DGUID,CTNAME,LANDAREA,PRUID_left,geometry,index_right,CSDUID,City,CSDTYPE,Total - Age groups of the population - 100% data,  0 to 14 years,  15 to 64 years,  65 years and over,  85 years and over,    Median total income in 2019 among recipients ($),    Median total income in 2020 among recipients ($),    Average total income in 2019 among recipients ($),    Average total income in 2020 among recipients ($),Population density per square kilometre,"Population percentage change, 2016 to 2021","Population, 2021",Unemployment rate,    Bachelor's degree or higher,  High (secondary) school diploma or equivalency certificate,"  Postsecondary certificate, diploma or degree",Employment rate
5370140.04,2021S05075370140.04,0140.04,3.027,35,"POLYGON ((-79.89286498588352 43.32909149896569, -79.8922624037643 43.32864075591152, -79.89209908143161 43.32855250794532, -79.88960014846917 43.32720139840382, -79.8895277678711 43.32711068891983, -79.88945526288286 43.32702889373709, -79.88939526213568 43.326938298699, -79.88929806012943 43.32685630848614, -79.8892009323551 43.32677430295852, -79.88910345100756 43.32671039214734, -79.88901845143918 43.326637499727745, -79.88894594808683 43.326555704312945, -79.88886085587666 43.32648290090901, -79.88872623379542 43.326427500566936, -79.8886543365832 43.326397618339435, -79.88830269072908 43.32611493935653, -79.88938759571371 43.32534127794301, -79.89280385998707 43.32296099510322, -79.89288666502732 43.322899632002105, -79.89412475675132 43.32200345694187, -79.89568238150274 43.32087603993986, -79.896607484071 43.32020633091326, -79.8971883915182 43.319785810284934, -79.90017302641535 43.317625065414106, -79.901096166404 43.316961545984675, -79.90117408130811 43.31690437382364, -79.90124975442508 43.31684882930703, -79.90891151129388 43.31125159351307, -79.90900170543608 43.311107509023024, -79.91196331591577 43.30897520009464, -79.91206870845102 43.308918396044945, -79.91209384158276 43.308910838779916, -79.91252965779881 43.30846872326445, -79.91511229421182 43.310368497867415, -79.91519742083794 43.31043111801715, -79.91570281582462 43.31080290267603, -79.91714785156009 43.31188182371227, -79.91733168392837 43.312019099380365, -79.9175628849845 43.31219239454037, -79.91769670037992 43.31229269491227, -79.9183804041492 43.312786629869976, -79.91938909658437 43.313515293161416, -79.91953670534413 43.313534708379166, -79.92141138308965 43.31491209996575, -79.92212378251362 43.31543287006252, -79.92198635363795 43.31553530382769, -79.92183663500467 43.31563299590474, -79.92171215651418 43.315694794788236, -79.92157495090164 43.315783608635364, -79.92147523899695 43.31584570559936, -79.92137514374959 43.315925788558005, -79.9212750417478 43.3160058960593, -79.92114985333856 43.316112706927825, -79.9210497569547 43.31619278961859, -79.92093646479711 43.316326792019105, -79.92084835445812 43.31642499532135, -79.92076025183407 43.31652330176589, -79.92069676253075 43.316630688215, -79.92062086422936 43.316738087759674, -79.92054523330606 43.31682740852872, -79.92046985401377 43.31690770626604, -79.9204067580899 43.31698820319003, -79.92033134457064 43.317068496191176, -79.92025543662228 43.31717579246661, -79.92019184575607 43.317283292663944, -79.92014084327549 43.31738189990683, -79.9200522349623 43.31750710626883, -79.91995185122005 43.31760518852664, -79.91986366578507 43.31771238864569, -79.91976376925174 43.31778349202217, -79.9197011509167 43.31783690682923, -79.91960083635999 43.317925991642866, -79.91951346047507 43.31798819253048, -79.91941335081674 43.318068298711474, -79.91935074618988 43.31812179190067, -79.91923884678836 43.318174695124355, -79.91912695521613 43.318227701402805, -79.91911443356723 43.318236603620605, -79.9190034559823 43.31823549031352, -79.91896666541108 43.318226199711255, -79.91892944900145 43.318234787513184, -79.91891685653982 43.31825268691647, -79.91891636158114 43.318279690364285, -79.91895223784647 43.31834310044609, -79.91901273990415 43.318406687737024, -79.91906145466194 43.31844319993307, -79.91913475509169 43.318479909223214, -79.91922075565142 43.31849870840593, -79.9192452449047 43.31850800121863, -79.91934376724666 43.318517898033114, -79.91938073807513 43.31851830849027, -79.91940525301334 43.31852750275491, -79.91940504101399 43.318536505884644, -79.91934204054027 43.31861688891885, -79.91927894033944 43.318697385708035, -79.9192287407997 43.31874188411108, -79.91915405658885 43.318786199434875, -79.91909183796464 43.31881269968777, -79.91899193788282 43.31888380256705, -79.91889203749513 43.3189549053568, -79.91881746355259 43.318990203246834, -79.91871735053377 43.319070309025925, -79.91865455725153 43.319132706631095, -79.91857913722049 43.31921299896897, -79.91855416704354 43.31923078806873, -79.91852915670835 43.31924859710788, -79.91850456262567 43.319248296636324, -79.9184556433575 43.31922089032627, -79.91844354569002 43.31921178617508, -79.91841884403244 43.319211496262064, -79.9183440571099 43.31925579695122, -79.91828165545999 43.319300311151366, -79.91824436715807 43.31931789596693, -79.91816905076469 43.31938919544053, -79.91808146603103 43.31946050169633, -79.9180183544171 43.31954089472366, -79.9179808552125 43.31956761043125, -79.91788126713942 43.319620588723, -79.91786874487619 43.31962949082318, -79.91784313375459 43.3196832959243, -79.91784263815632 43.31971029955751, -79.91781734398917 43.31974610889349, -79.91776756656057 43.31977260032256, -79.9177426632284 43.319790398601846, -79.91771765228061 43.319808207457406, -79.91771715660796 43.319835211106586, -79.9176918686878 43.319870995802276, -79.91766684959597 43.31988870146476, -79.91762956867001 43.31990638925406, -79.91758024657588 43.319905896879945, -79.91745756369498 43.319868787401404, -79.91740845403513 43.31985929174567, -79.91737144201642 43.319858900393186, -79.91730946707798 43.31987640101056, -79.91725993900964 43.31988488701399, -79.91719834064095 43.31988429794276, -79.91711244318726 43.31985650403193, -79.91707564363034 43.31984710937074, -79.91703843365184 43.319855799619425, -79.91695133434179 43.3198999980606, -79.91686395119424 43.31996219689935, -79.91677685151858 43.32000639518942, -79.91669003541686 43.32003259291977, -79.91656624077469 43.320058403553936, -79.91647963703052 43.320075597889435, -79.91645465917313 43.320093411089445, -79.91641715695683 43.32011999838526, -79.91641663487482 43.32014710057275, -79.91641606718176 43.320183101557575, -79.91646404546249 43.32025559311582, -79.91648824319269 43.32028278410085, -79.9164877468001 43.320309787806586, -79.9164748625975 43.32034571217498, -79.91643733453904 43.320372398016794, -79.91635033869002 43.32040760334411, -79.91631325496257 43.320416208849, -79.9162757604829 43.32044289931251, -79.91625024401048 43.32048760834669, -79.91623786252782 43.3204965043527, -79.91618876437927 43.320478104490775, -79.91617694269199 43.320450896264106, -79.91616495018879 43.32043279911402, -79.91611545504655 43.320441289172166, -79.9160654649113 43.32047691074028, -79.91602786517554 43.32051259373516, -79.91602754744751 43.32053058957601, -79.91602705078448 43.32055759331231, -79.91603904326617 43.32057569049259, -79.91608804193767 43.320594204213734, -79.91612476249145 43.32061249345734, -79.91613675502539 43.32063059062909, -79.91611163796053 43.32065739173426, -79.91604915675234 43.320701792094226, -79.91602435732904 43.32071059732508, -79.91596233894005 43.32072798918969, -79.91591316288454 43.32071861109856, -79.91587605151194 43.320727187122486, -79.91578905457283 43.32076239195119, -79.91577646021541 43.32078029112483, -79.91573924283318 43.32078900548477, -79.91570244922809 43.3207795855741, -79.9156779675628 43.32077039484706, -79.91564194861168 43.32071599523619, -79.91563073729816 43.32065289370169, -79.9156186630087 43.32063470853359, -79.91560684969231 43.32060760339458, -79.9155578511984 43.32058908940159, -79.91548415845811 43.320570387821775, -79.91541035417985 43.32056070343867, -79.91534876135135 43.32056008843169, -79.91529955186901 43.320550705319654, -79.9151518487103 43.320531297507266, -79.915004033999 43.320520906701375, -79.91488024353137 43.32054669037618, -79.91476816209014 43.3206086995729, -79.91468045643408 43.32068889229037, -79.9145926428757 43.32076909552937, -79.91451724689313 43.320849389684426, -79.91444184423611 43.3209297084321, -79.91435406995281 43.321009891583174, -79.91426635641028 43.32109010866914, -79.91417854779186 43.321170287024295, -79.91409074052994 43.321250593135424, -79.9139785427991 43.3213214910096, -79.91392876315128 43.321348108264644, -79.91392834341717 43.321366090123654, -79.91381614515934 43.321436987829294, -79.91370374151334 43.321516991851, -79.91360403843763 43.32157010415466, -79.91350415775113 43.32164120639533, -79.9134167667103 43.321703402313084, -79.91337816751376 43.321793092151104, -79.91337624851467 43.321901092473674, -79.91333746961334 43.32199979033432, -79.9132986504034 43.32209850816883, -79.91328424751138 43.322215390265605, -79.91330685208781 43.32233269015366, -79.91323155695386 43.32240399110693, -79.91316846025897 43.322484411102685, -79.91317886596843 43.32259259209266, -79.91315246429473 43.32269140131457, -79.91320015496319 43.32278189628603, -79.91317375322716 43.322880705607126, -79.91306165580248 43.32294261013809, -79.91306009998523 43.323028819278655, -79.91304939093484 43.32304215759417, -79.91299119065457 43.32311182622228, -79.91293516209849 43.32312150029549, -79.91292229874088 43.32312553207478, -79.91282346920926 43.323156489661486, -79.91271155024018 43.32320938582056, -79.91259974482152 43.323253392289175, -79.912463343003 43.32329709644074, -79.91233933198805 43.323332008000556, -79.91220304192053 43.3233666943824, -79.91205425456717 43.32341031129796, -79.91191803151757 43.32344500661479, -79.91179384634569 43.32348890081388, -79.91168206504612 43.32353280766153, -79.9115458413591 43.3235675024175, -79.91139716512913 43.3236021008656, -79.91124845014104 43.32364570119772, -79.91112426379955 43.32368959448602, -79.91100013661708 43.32373339378687, -79.91088804230334 43.323795398970866, -79.91078825875898 43.32385750610872, -79.91068854882487 43.32391959789385, -79.91057626557405 43.32399050758165, -79.91045175776227 43.32405239612145, -79.9103278427604 43.32408719118719, -79.91020353368567 43.3241399974814, -79.91006646121593 43.324219788872014, -79.90995407003992 43.32429969065499, -79.90984225938301 43.32434369382256, -79.90974275972124 43.324387799083276, -79.90964304725044 43.32444988983499, -79.90951884276029 43.32449370244712, -79.9094312607838 43.32456490330539, -79.90930656446886 43.32464480530735, -79.90921884695808 43.32471598726632, -79.90911943903633 43.324760002762105, -79.90900684535897 43.32484898548624, -79.90896964911391 43.32485759862578, -79.90885335174782 43.324922565431834, -79.90879526958226 43.32495499424694, -79.90869594799038 43.32499009036852, -79.90857124926845 43.325069991486416, -79.90844654098805 43.32514080701153, -79.90833433330215 43.3252118021725, -79.90823436119034 43.32528278709485, -79.90810994798643 43.32534468673986, -79.9080224688708 43.32540689364331, -79.90792264429965 43.32546899330974, -79.90781056735823 43.32553089656334, -79.90769864501658 43.32558389009434, -79.90756233845575 43.3256185942294, -79.90740126172018 43.32566210583481, -79.9072767371358 43.325723887160166, -79.90718935738424 43.32578610740079, -79.90708924338693 43.32586620719905, -79.9070384574413 43.32594680529942, -79.90692616371484 43.32601771099525, -79.9068262632371 43.32608880714662, -79.90672626125804 43.32615988915106, -79.90663884621661 43.32622210428817, -79.90650153888136 43.32631079114872, -79.90642626057968 43.32638209231156, -79.9063508430011 43.32646250944797, -79.90620125636418 43.32655109791953, -79.90612594347976 43.32662239422176, -79.90605116662663 43.32666669066983, -79.90600065145287 43.32672920887599, -79.90588989012842 43.32680803324027, -79.90577575749003 43.32688919614739, -79.90572595911584 43.326915706259186, -79.90567506257187 43.327005296890796, -79.9056119529569 43.327085688621, -79.90552396437297 43.327174898114656, -79.90542405925878 43.327245993065894, -79.90531175992534 43.327316897137436, -79.90521224958961 43.327360997873726, -79.90511245079195 43.32742309960803, -79.90503724243867 43.32749438471064, -79.90494954031335 43.327565592688714, -79.90484995558779 43.32761869068528, -79.9047373660564 43.327707595274, -79.90463774705088 43.32776068837874, -79.90454975531628 43.327849897186944, -79.90449625919396 43.32787650564437, -79.90401833004651 43.328235411863446, -79.90334657605014 43.32855312100068, -79.90329837590821 43.3285964137565, -79.90315045846285 43.32872922501501, -79.90299513629013 43.32886871383368, -79.90196745625838 43.32979150511776, -79.9014425246981 43.33017365464147, -79.90059837073261 43.330471706528535, -79.89992861499593 43.33003950593794, -79.89985180402086 43.33009530629701, -79.89983699411808 43.330115500169285, -79.89982429983691 43.33013629431026, -79.8998124859284 43.33015800189151, -79.89980189765652 43.33017970119211, -79.8997931904945 43.33020209576231, -79.89978571059358 43.3302246098715, -79.89978119921953 43.33024700067883, -79.89977661725102 43.33027019827451, -79.89977420860426 43.33029270270906, -79.89977378870411 43.33031589185518, -79.89977479297899 43.33088328674307, -79.89977579463186 43.331455786620936, -79.89977930609602 43.331483605310865, -79.89978498950583 43.33151221072763, -79.89979369118244 43.33153929620746, -79.89980458882438 43.33156640618526, -79.8998186012043 43.331592698638545, -79.8998355034667 43.33161849957737, -79.89985470110996 43.33164260354499, -79.89987580390279 43.33166610465109, -79.89989901263667 43.33168890320617, -79.89992540029155 43.33171010206073, -79.90080031240888 43.33233681390107, -79.89913651144293 43.333564195335896, -79.89903249221746 43.33349469316457, -79.8984544872795 43.33308038604417, -79.8965183020621 43.33169299064495, -79.89559349894307 43.33103088876546, -79.89549861175482 43.33096260035895, -79.89510579223894 43.33067989359357, -79.8950692068527 43.330652503019046, -79.89467929689734 43.33038760259486, -79.89453330290567 43.3302781897685, -79.89385149710611 43.32979120494671, -79.89336429186676 43.32944749016587, -79.89301118937885 43.32919191040333, -79.89286498588352 43.32909149896569))",1847,3524002,Burlington,CY,3865.0,740.0,2505.0,620.0,50.0,53200.0,53600.0,68500.0,71300.0,1276.5,6.3,3864.0,10.6,1230.0,735.0,2075.0,65.5
5350516.31,2021S05075350516.31,0516.31,1.4206,35,"POLYGON ((-79.69225223312309 43.56951500505163, -79.69206974936505 43.56936435877061, -79.69202615250289 43.569359340946384, -79.69194646201639 43.569304396932445, -79.69181663662758 43.56929390188754, -79.69141845208439 43.56909575860044, -79.69138229443041 43.569050296967504, -79.69102791097691 43.56883465042031, -79.69097390337595 43.56875300450915, -79.69092525223877 43.568711943303, -79.6909138467984 43.568666748172035, -79.69079970174667 43.56850785876608, -79.69074234856394 43.5682956422183, -79.69075009789663 43.56822369572912, -79.69086678718767 43.567981909699796, -79.69095319137445 43.56770824654526, -79.69094243490154 43.5676315962713, -79.69096960211995 43.56752386040118, -79.69097929897983 43.567361894414645, -79.69094955509485 43.56730754528411, -79.69095158772375 43.56721298701715, -79.69090991333245 43.567135993732634, -79.69088264055611 43.56696460025924, -79.69081699645135 43.566851302071655, -79.69074441138422 43.566773940966044, -79.69054353616289 43.56661400168356, -79.69045163901541 43.56656794524096, -79.69030950770166 43.56655734891639, -79.69007509582616 43.56651413952365, -79.6898019852088 43.56654700113921, -79.68955408402054 43.56655769679607, -79.6893287539133 43.56667219532701, -79.68919640017837 43.5667787065004, -79.68910651286615 43.566926251967814, -79.68900110518616 43.566934046312866, -79.6888955985174 43.566946300412155, -79.68873426426315 43.56696249686228, -79.68797354823819 43.56692225615318, -79.6878874930352 43.566894250777764, -79.68782031055834 43.566852953043764, -79.68761039419103 43.56682349220877, -79.68727880006267 43.56669813957841, -79.68702743527787 43.566582688879066, -79.68686728725658 43.56654485152554, -79.68673105717332 43.56652978920783, -79.6865577124629 43.56650980144073, -79.68642165693238 43.566503710924394, -79.68616906191208 43.56644734337006, -79.68597829836071 43.56639115312861, -79.68588654589836 43.5663406122142, -79.68510208778628 43.56608749315613, -79.68487286333948 43.5660135042727, -79.68451510498402 43.565950843036234, -79.68439820857728 43.5659179996264, -79.68436770536884 43.56589513863526, -79.68383829527207 43.565753946349865, -79.68366630035149 43.56569344321672, -79.68328191144624 43.56543244626887, -79.68326124178819 43.565406727670585, -79.68344005969254 43.565263929843525, -79.68627964252676 43.562890042640056, -79.68736507903515 43.56227902066166, -79.69003345740012 43.560572107887126, -79.69105543917138 43.559975841305835, -79.69359547242617 43.55854149452249, -79.69428645480737 43.55815458404512, -79.69694712399406 43.555858279338935, -79.69710698858977 43.55569526544163, -79.69732305969471 43.555527745767655, -79.69775206243933 43.55523139994974, -79.69811396764605 43.55488580113896, -79.69846050098188 43.555046397600016, -79.70127828556114 43.55637923987818, -79.70151138861539 43.556489493315134, -79.70192280374788 43.55665361208278, -79.70238228943623 43.55686849009398, -79.70424559398685 43.557735992542185, -79.70601089227495 43.5585573944643, -79.70654839777752 43.5588965979721, -79.70619490927152 43.559216808232996, -79.70563034594423 43.55973005947802, -79.70480588350374 43.56047960664085, -79.70476408700276 43.56051751195062, -79.70302506778883 43.562094437200564, -79.70287390965906 43.56223149386731, -79.70209023002867 43.56295334208643, -79.700536882047 43.56438400258677, -79.69945080731566 43.565371103143484, -79.69938569568625 43.56542747954903, -79.6989294878165 43.565822642004115, -79.69719003792622 43.567329135217484, -79.69587981114209 43.56846381086731, -79.69577087518813 43.56855637402962, -79.69517957080173 43.56905876571194, -79.6942902944698 43.56981429992751, -79.69385460536529 43.57015283235936, -79.69346479190482 43.570455747263786, -79.69332118748535 43.570188995042116, -79.69326691014338 43.57012536153508, -79.69287458535825 43.56994080831574, -79.69260751480464 43.56969459819795, -79.69239980293747 43.569561693802235, -79.69225223312309 43.56951500505163))",1545,3521005,Mississauga,CY,2715.0,345.0,1650.0,720.0,30.0,42000.0,44000.0,61250.0,61600.0,1909.8,-3.2,2713.0,11.2,1140.0,485.0,1675.0,51.9
5350516.32,2021S05075350516.32,0516.32,1.0444,35,"POLYGON ((-79.78140932484882 43.5702548359618, -79.78485633644665 43.567736396008556, -79.78571840437064 43.56840687798899, -79.7871828389399 43.56963714282228, -79.7886256736704 43.5708470075972, -79.78957810201086 43.57157019880902, -79.78977310300502 43.57170936342377, -79.78979693885093 43.57172623954886, -79.78972632428386 43.571787396679376, -79.78935853554788 43.572094320487, -79.78868862787554 43.57260463437142, -79.78768961233726 43.57359120224564, -79.7870453043524 43.574148257993734, -79.78689269043356 43.57428020013529, -79.7849099009685 43.57614389910616, -79.78490810806649 43.5762338953386, -79.78433931093188 43.57680410997367, -79.78408730628591 43.57701749140464, -79.78383468869784 43.57725790470555, -79.78372289237399 43.577274787199435, -79.78305311100615 43.577942907703125, -79.78248808912925 43.5784792722451, -79.78239650374707 43.57856619915891, -79.78176731874588 43.57905479394343, -79.7814557480098 43.579288446171574, -79.78136490923936 43.57935658905001, -79.78133314736675 43.57938003325733, -79.78108829155057 43.57956069962764, -79.78103349894134 43.57960262341556, -79.78093739190575 43.579676189292684, -79.78029470621495 43.580218612034045, -79.77884490228313 43.58148169029541, -79.77634478742767 43.58383200473459, -79.77512401846272 43.58295459461331, -79.77357360323205 43.581839398492995, -79.77123181055134 43.5801613041785, -79.77390316326107 43.57790403543826, -79.77410238487565 43.57765466399429, -79.77410254529774 43.57765445640299, -79.77430953640285 43.577472549883595, -79.77513178432804 43.57691097403995, -79.77620199275884 43.57584902637605, -79.77651140536675 43.57481336083244, -79.77738256808429 43.57403608372733, -79.77856642390958 43.57312276062771, -79.77935399557975 43.57267087801133, -79.77967363360949 43.57160312790539, -79.78140932484882 43.5702548359618))",1545,3521005,Mississauga,CY,4970.0,825.0,3645.0,505.0,10.0,44400.0,45600.0,56550.0,59650.0,4759.7,0.4,4971.0,13.0,1960.0,920.0,2820.0,62.1
5350520.07,2021S05075350520.07,0520.07,0.3389,35,"POLYGON ((-79.61895848876374 43.57805910160446, -79.61943640072265 43.57763269701003, -79.62013678188906 43.57798330729773, -79.62038240554865 43.57807629423347, -79.62070201385124 43.57817920314405, -79.6207266068025 43.578188493241335, -79.62092160760129 43.57821789341191, -79.6224107964362 43.57832590068997, -79.62281150911733 43.57840720442019, -79.62336141020546 43.57859840283353, -79.62349158731139 43.57865850319436, -79.62425671361403 43.57912240114065, -79.62674389378347 43.58058399686938, -79.62694238432387 43.58067417338764, -79.62683349343965 43.58076494733091, -79.6239795100055 43.583145171781645, -79.62305699499386 43.58391434869247, -79.62246039941053 43.58441856599707, -79.62243167501494 43.58444290673508, -79.62242761497856 43.58444637187349, -79.62226082697912 43.58458729664713, -79.62133758780287 43.58397638667477, -79.6213291129715 43.58380531010983, -79.62011770091335 43.58294879399255, -79.61747880003847 43.58102149174071, -79.61643850760498 43.58026609384475, -79.61778328655254 43.579080297133984, -79.61781836795728 43.57904982757857, -79.61813951024952 43.57877076806248, -79.61895848876374 43.57805910160446))",1545,3521005,Mississauga,CY,4930.0,1050.0,3240.0,635.0,55.0,28600.0,33600.0,37280.0,42880.0,14544.1,-5.2,4929.0,18.1,1905.0,765.0,2590.0,53.9
5350520.08,2021S05075350520.08,0520.08,1.102,35,"POLYGON ((-79.62281150911733 43.57840720442019, -79.6224107964362 43.57832590068997, -79.62092160760129 43.57821789341191, -79.6207266068025 43.578188493241335, -79.62070201385124 43.57817920314405, -79.62038240554865 43.57807629423347, -79.62013678188906 43.57798330729773, -79.61943640072265 43.57763269701003, -79.62018639841853 43.57689439980496, -79.62032596087623 43.57678187407966, -79.62048777949946 43.57665140631668, -79.62067037899664 43.576504168239616, -79.620832236167 43.576373680184545, -79.62156170953358 43.575785490338006, -79.62223080505413 43.575226306273656, -79.623994708775 43.57366280044325, -79.62494653332362 43.57286850686722, -79.62642254495933 43.57163671088295, -79.6277225839785 43.570551708630624, -79.62846919390618 43.569925888595435, -79.62953875361308 43.56896901556706, -79.62972048415733 43.56880640997487, -79.63059230383172 43.568069500692175, -79.63249129251442 43.56633160824142, -79.63288420812307 43.56597200774713, -79.63333478153531 43.56628940391568, -79.63584260258536 43.568051200746105, -79.64004185263408 43.571019308887145, -79.64003622259638 43.57102155489673, -79.63975549181865 43.57113386188932, -79.63908071187973 43.571447168447314, -79.63860494857917 43.57168265316336, -79.6382291134525 43.5718686626651, -79.63727632248415 43.572382351190825, -79.6368120247687 43.572650852085594, -79.63583179951675 43.57328064660687, -79.63525231500319 43.57371497095916, -79.63439929438945 43.57442720204062, -79.6324879932938 43.57602296425568, -79.63132611840207 43.57701755542802, -79.63129721886497 43.577041667517626, -79.6298279934139 43.5782672577743, -79.62965000104846 43.578415651380034, -79.62936737572205 43.57865143358903, -79.62861058590275 43.5792827687132, -79.62825466625583 43.57957964050063, -79.62704651386599 43.58058725112, -79.62694238432387 43.58067417338764, -79.62674389378347 43.58058399686938, -79.62425671361403 43.57912240114065, -79.62349158731139 43.57865850319436, -79.62336141020546 43.57859840283353, -79.62281150911733 43.57840720442019))",1545,3521005,Mississauga,CY,6090.0,830.0,4340.0,930.0,70.0,35200.0,37600.0,44080.0,48320.0,5529.9,-3.3,6094.0,14.3,1930.0,1370.0,3155.0,56.0
5350528.32,2021S05075350528.32,0528.32,1.9493,35,"POLYGON ((-79.69606329939357 43.61168759702788, -79.69900699266083 43.60913400155735, -79.70106720635535 43.60735280430968, -79.70294208445917 43.60865720397436, -79.70480841584747 43.61003790524184, -79.70740640834296 43.61197618958903, -79.70799998708031 43.611451702738826, -79.70830669269343 43.61159919956648, -79.70845361177304 43.611681912472534, -79.70888141742273 43.61195689114386, -79.71011618794827 43.6127451094293, -79.71059338424645 43.61302960416159, -79.71077809600614 43.613085792036145, -79.71093821135776 43.61313258999566, -79.71112369587806 43.613152705845835, -79.71134648925214 43.613164207344205, -79.71206389688847 43.61322631016768, -79.71227339979487 43.6132827063344, -79.71242069654417 43.61334738751901, -79.71254329259149 43.61341179281484, -79.71268961934338 43.61352149147877, -79.7128113908881 43.613621909041136, -79.71292030526517 43.61374920749732, -79.71301610430496 43.61390329951219, -79.71303779607317 43.614047589865194, -79.71305930220797 43.614200905548934, -79.7130441886378 43.61432680430136, -79.71300480615612 43.614434411287476, -79.71293899028787 43.61461380804197, -79.71261641317376 43.61521339548233, -79.71237958983315 43.615665486495665, -79.71295688427466 43.61609960141895, -79.71378708776489 43.61668520867228, -79.71484821186709 43.61748949946254, -79.7148519703008 43.61749230321768, -79.71509779289781 43.61767517020131, -79.7151316661377 43.61770035939243, -79.71526230321749 43.61779754441356, -79.71529632001833 43.617822855978474, -79.71526219484946 43.617836291861344, -79.71324979313692 43.61863309332417, -79.71023750703219 43.61982369998326, -79.71001598571577 43.61990985030421, -79.70967510715565 43.62004240524092, -79.70842520585323 43.62053251254251, -79.70812550404463 43.620597389373465, -79.70804996667697 43.62062660784136, -79.70788780972833 43.62074250212202, -79.70780028630105 43.62077760406757, -79.70779773966373 43.62077857567734, -79.70730040795804 43.62097000603993, -79.705163397638 43.621792187896204, -79.70268788476206 43.62279059425117, -79.70023759114876 43.62376219659181, -79.70019998829531 43.62377979292928, -79.69973749454691 43.62396358860231, -79.6997074556427 43.62393934069143, -79.6995791113411 43.62383569918015, -79.69954336947377 43.62381026534862, -79.69933530028965 43.62366211421558, -79.69933500700436 43.62366189395825, -79.69611214349015 43.621336011315236, -79.69595040934867 43.62121930309083, -79.69315001008367 43.61908929461467, -79.69309959678947 43.619048291025656, -79.69044178854554 43.617082499807644, -79.69022930071539 43.61692539083802, -79.69050021316497 43.61669090026022, -79.69264149414533 43.61480340483945, -79.69296401707997 43.61451319860731, -79.69297860213801 43.614414300103306, -79.69525659391816 43.612394305366465, -79.69559690073471 43.61209309987353, -79.69572929173565 43.61197721143416, -79.69606329939357 43.61168759702788))",1545,3521005,Mississauga,CY,4085.0,550.0,3040.0,495.0,0.0,35200.0,37600.0,48800.0,51700.0,2097.2,-2.4,4088.0,13.1,1575.0,885.0,2360.0,61.1
